"ID";"HousingCharacteristics";"Regions";"Periods";"AverageConsumptionOfNaturalGas_1";"AverageSupplyOfElectricity_2";"AverageNetSupplyOfElectricity_3";"DistrictHeating_4"
"31032";"ZW10300";"GM0246";"2011JJ00";"    2000";"    3900";"";"       ."
"31033";"ZW10300";"GM0246";"2012JJ00";"    2100";"    3850";"";"       ."
"31034";"ZW10300";"GM0246";"2013JJ00";"    2150";"    3700";"";"       ."
"31035";"ZW10300";"GM0246";"2014JJ00";"    1600";"    3600";"";"       ."
"31036";"ZW10300";"GM0246";"2015JJ00";"    1600";"    3340";"";"       ."
"31037";"ZW10300";"GM0246";"2016JJ00";"    1760";"    3420";"";"       ."
"31038";"ZW10300";"GM0246";"2017JJ00";"    1710";"    3350";"";""
"31039";"ZW10300";"GM0246";"2018JJ00";"    1710";"    3240";"";"       ."
"31040";"ZW10300";"GM0246";"2019JJ00";"    1560";"    3240";"";""
"31041";"ZW10300";"GM0246";"2020JJ00";"    1400";"    3160";"";"       ."
"31042";"ZW10300";"GM0246";"2021JJ00";"    1580";"    3250";"    2740";"       ."
"31043";"ZW10300";"GM0246";"2022JJ00";"    1250";"    3060";"    2370";"       ."
"31044";"ZW10300";"GM0074";"2010JJ00";"    2150";"    3300";"";"       ."
"31045";"ZW10300";"GM0074";"2011JJ00";"    1700";"    3300";"";"       ."
"31046";"ZW10300";"GM0074";"2012JJ00";"    1800";"    3250";"";"       ."
"31047";"ZW10300";"GM0074";"2013JJ00";"    1850";"    3150";"";"       ."
"31048";"ZW10300";"GM0074";"2014JJ00";"    1400";"    3050";"";"       ."
"31049";"ZW10300";"GM0074";"2015JJ00";"    1480";"    2970";"";"       ."
"31050";"ZW10300";"GM0074";"2016JJ00";"    1560";"    2850";"";"       ."
"31051";"ZW10300";"GM0074";"2017JJ00";"    1480";"    2760";"";""
"31052";"ZW10300";"GM0074";"2018JJ00";"    1490";"    2670";"";"       ."
"31053";"ZW10300";"GM0074";"2019JJ00";"    1360";"    2680";"";""
"31054";"ZW10300";"GM0074";"2020JJ00";"    1280";"    2730";"";"       ."
"31055";"ZW10300";"GM0074";"2021JJ00";"    1470";"    2790";"    2300";"       ."
"31056";"ZW10300";"GM0074";"2022JJ00";"    1150";"    2600";"    1940";"       ."
"31057";"ZW10300";"GM0398";"2010JJ00";"    1900";"    4300";"";"       ."
"31058";"ZW10300";"GM0398";"2011JJ00";"    1500";"    4250";"";"       ."
"31059";"ZW10300";"GM0398";"2012JJ00";"    1600";"    4150";"";"       ."
"31060";"ZW10300";"GM0398";"2013JJ00";"    1650";"    3800";"";"       ."
"31061";"ZW10300";"GM0398";"2014JJ00";"    1250";"    3650";"";"       ."
"31062";"ZW10300";"GM0398";"2015JJ00";"    1350";"    3460";"";"       ."
"31063";"ZW10300";"GM0398";"2016JJ00";"    1400";"    3330";"";"       ."
"31064";"ZW10300";"GM0398";"2017JJ00";"    1310";"    3230";"";""
"31065";"ZW10300";"GM0398";"2018JJ00";"    1310";"    3060";"";"       ."
"31066";"ZW10300";"GM0398";"2019JJ00";"    1210";"    3330";"";""
"31067";"ZW10300";"GM0398";"2020JJ00";"    1170";"    3430";"";"       ."
"31068";"ZW10300";"GM0398";"2021JJ00";"    1250";"    3590";"    2750";"       ."
"31069";"ZW10300";"GM0398";"2022JJ00";"";"";"";""
"31070";"ZW10300";"GM0917";"2010JJ00";"    2550";"    3850";"";"       ."
"31071";"ZW10300";"GM0917";"2011JJ00";"    1950";"    3800";"";"       ."
"31072";"ZW10300";"GM0917";"2012JJ00";"    2100";"    3800";"";"       ."
"31073";"ZW10300";"GM0917";"2013JJ00";"    2250";"    3750";"";"       ."
"31074";"ZW10300";"GM0917";"2014JJ00";"    1650";"    3600";"";"       ."
"31075";"ZW10300";"GM0917";"2015JJ00";"    1760";"    3470";"";"       ."
"31076";"ZW10300";"GM0917";"2016JJ00";"    1850";"    3420";"";"       ."
"31077";"ZW10300";"GM0917";"2017JJ00";"    1790";"    3370";"";""
"31078";"ZW10300";"GM0917";"2018JJ00";"    1770";"    3280";"";"       ."
"31079";"ZW10300";"GM0917";"2019JJ00";"    1640";"    3140";"";""
"31080";"ZW10300";"GM0917";"2020JJ00";"    1510";"    3160";"";"       ."
"31081";"ZW10300";"GM0917";"2021JJ00";"    1730";"    3220";"    2670";"       ."
"31082";"ZW10300";"GM0917";"2022JJ00";"    1340";"    3080";"    2420";"       ."
"31083";"ZW10300";"GM1658";"2010JJ00";"    2550";"    4250";"";"       ."
"31084";"ZW10300";"GM1658";"2011JJ00";"    1950";"    4150";"";"       ."
"31085";"ZW10300";"GM1658";"2012JJ00";"    2050";"    4150";"";"       ."
"31086";"ZW10300";"GM1658";"2013JJ00";"    2200";"    4100";"";"       ."
"31087";"ZW10300";"GM1658";"2014JJ00";"    1650";"    3950";"";"       ."
"31088";"ZW10300";"GM1658";"2015JJ00";"    1760";"    3860";"";"       ."
"31089";"ZW10300";"GM1658";"2016JJ00";"    1800";"    3770";"";"       ."
"31090";"ZW10300";"GM1658";"2017JJ00";"    1730";"    3700";"";""
"31091";"ZW10300";"GM1658";"2018JJ00";"    1740";"    3640";"";"       ."
"31092";"ZW10300";"GM1658";"2019JJ00";"    1620";"    3520";"";""
"31093";"ZW10300";"GM1658";"2020JJ00";"    1510";"    3510";"";"       ."
"31094";"ZW10300";"GM1658";"2021JJ00";"    1650";"    3570";"    2820";"       ."
"31095";"ZW10300";"GM1658";"2022JJ00";"    1300";"    3340";"    2370";"       ."
"31096";"ZW10300";"GM0399";"2010JJ00";"    2600";"    3850";"";"       ."
"31097";"ZW10300";"GM0399";"2011JJ00";"    2100";"    3900";"";"       ."
"31098";"ZW10300";"GM0399";"2012JJ00";"    2150";"    3800";"";"       ."
"31099";"ZW10300";"GM0399";"2013JJ00";"    2300";"    3700";"";"       ."
"31100";"ZW10300";"GM0399";"2014JJ00";"    1750";"    3600";"";"       ."
"31101";"ZW10300";"GM0399";"2015JJ00";"    1850";"    3450";"";"       ."
"31102";"ZW10300";"GM0399";"2016JJ00";"    1910";"    3370";"";"       ."
"31103";"ZW10300";"GM0399";"2017JJ00";"    1820";"    3310";"";""
"31104";"ZW10300";"GM0399";"2018JJ00";"    1840";"    3220";"";"       ."
"31105";"ZW10300";"GM0399";"2019JJ00";"    1700";"    3200";"";""
"31106";"ZW10300";"GM0399";"2020JJ00";"    1570";"    3200";"";"       ."
"31107";"ZW10300";"GM0399";"2021JJ00";"    1790";"    3310";"    2790";"       ."
"31108";"ZW10300";"GM0399";"2022JJ00";"    1370";"    3090";"    2420";"       ."
"31109";"ZW10300";"GM0400";"2010JJ00";"    2250";"    3850";"";"       ."
"31110";"ZW10300";"GM0400";"2011JJ00";"    1750";"    3800";"";"       ."
"31111";"ZW10300";"GM0400";"2012JJ00";"    1900";"    3800";"";"       ."
"31112";"ZW10300";"GM0400";"2013JJ00";"    2050";"    3650";"";"       ."
"31113";"ZW10300";"GM0400";"2014JJ00";"    1550";"    3450";"";"       ."
"31114";"ZW10300";"GM0400";"2015JJ00";"    1600";"    3370";"";"       ."
"31115";"ZW10300";"GM0400";"2016JJ00";"    1670";"    3250";"";"       ."
"31116";"ZW10300";"GM0400";"2017JJ00";"    1550";"    3100";"";""
"31117";"ZW10300";"GM0400";"2018JJ00";"    1610";"    3030";"";"       ."
"31118";"ZW10300";"GM0400";"2019JJ00";"    1470";"    3040";"";""
"31119";"ZW10300";"GM0400";"2020JJ00";"    1370";"    3060";"";"       ."
"31120";"ZW10300";"GM0400";"2021JJ00";"    1560";"    3130";"    2480";"       ."
"31121";"ZW10300";"GM0400";"2022JJ00";"    1200";"    2920";"    2070";"       ."
"31122";"ZW10300";"GM0163";"2010JJ00";"    2450";"    4000";"";"       ."
"31123";"ZW10300";"GM0163";"2011JJ00";"    1900";"    3900";"";"       ."
"31124";"ZW10300";"GM0163";"2012JJ00";"    2000";"    3900";"";"       ."
"31125";"ZW10300";"GM0163";"2013JJ00";"    2150";"    3850";"";"       ."
"31126";"ZW10300";"GM0163";"2014JJ00";"    1600";"    3650";"";"       ."
"31127";"ZW10300";"GM0163";"2015JJ00";"    1660";"    3500";"";"       ."
"31128";"ZW10300";"GM0163";"2016JJ00";"    1770";"    3450";"";"       ."
"31129";"ZW10300";"GM0163";"2017JJ00";"    1690";"    3380";"";""
"31130";"ZW10300";"GM0163";"2018JJ00";"    1680";"    3350";"";"       ."
"31131";"ZW10300";"GM0163";"2019JJ00";"    1540";"    3240";"";""
"31132";"ZW10300";"GM0163";"2020JJ00";"    1430";"    3270";"";"       ."
"31133";"ZW10300";"GM0163";"2021JJ00";"    1620";"    3280";"    2720";"       ."
"31134";"ZW10300";"GM0163";"2022JJ00";"    1270";"    3050";"    2260";"       ."
"31135";"ZW10300";"GM0530";"2010JJ00";"    2150";"    4600";"";"       ."
"31136";"ZW10300";"GM0530";"2011JJ00";"    1700";"    4550";"";"       ."
"31137";"ZW10300";"GM0530";"2012JJ00";"    1750";"    4450";"";"       ."
"31138";"ZW10300";"GM0530";"2013JJ00";"    1850";"    4450";"";"       ."
"31139";"ZW10300";"GM0530";"2014JJ00";"    1400";"    4200";"";"       ."
"31140";"ZW10300";"GM0530";"2015JJ00";"    1500";"    4010";"";"       ."
"31141";"ZW10300";"GM0530";"2016JJ00";"    1560";"    4050";"";"       ."
"31142";"ZW10300";"GM0530";"2017JJ00";"    1490";"    3930";"";""
"31143";"ZW10300";"GM0530";"2018JJ00";"    1510";"    3830";"";"       ."
"31144";"ZW10300";"GM0530";"2019JJ00";"    1390";"    3730";"";""
"31145";"ZW10300";"GM0530";"2020JJ00";"    1330";"    3650";"";"       ."
"31146";"ZW10300";"GM0530";"2021JJ00";"    1510";"    3770";"    3190";"       ."
"31147";"ZW10300";"GM0530";"2022JJ00";"    1120";"    3510";"    2700";"       ."
"31148";"ZW10300";"GM0794";"2010JJ00";"    2150";"    4400";"";"       ."
"31149";"ZW10300";"GM0794";"2011JJ00";"    1650";"    4350";"";"       ."
"31150";"ZW10300";"GM0794";"2012JJ00";"    1750";"    4300";"";"       ."
"31151";"ZW10300";"GM0794";"2013JJ00";"    1900";"    4250";"";"       ."
"31152";"ZW10300";"GM0794";"2014JJ00";"    1450";"    4100";"";"       ."
"31153";"ZW10300";"GM0794";"2015JJ00";"    1650";"    4080";"";"       ."
"31154";"ZW10300";"GM0794";"2016JJ00";"    1720";"    4000";"";"       ."
"31155";"ZW10300";"GM0794";"2017JJ00";"    1680";"    3960";"";""
"31156";"ZW10300";"GM0794";"2018JJ00";"    1660";"    3860";"";"       ."
"31157";"ZW10300";"GM0794";"2019JJ00";"    1580";"    3750";"";""
"31158";"ZW10300";"GM0794";"2020JJ00";"    1470";"    3770";"";"       ."
"31159";"ZW10300";"GM0794";"2021JJ00";"    1700";"    3800";"    3210";"       ."
"31160";"ZW10300";"GM0794";"2022JJ00";"    1330";"    3560";"    2780";"       ."
"31161";"ZW10300";"GM0531";"2010JJ00";"    2450";"    4400";"";"       ."
"31162";"ZW10300";"GM0531";"2011JJ00";"    1900";"    4300";"";"       ."
"31163";"ZW10300";"GM0531";"2012JJ00";"    1950";"    4300";"";"       ."
"31164";"ZW10300";"GM0531";"2013JJ00";"    2050";"    4250";"";"       ."
"31165";"ZW10300";"GM0531";"2014JJ00";"    1550";"    4200";"";"       ."
"31166";"ZW10300";"GM0531";"2015JJ00";"    1640";"    4080";"";"       ."
"31167";"ZW10300";"GM0531";"2016JJ00";"    1680";"    4040";"";"       ."
"31168";"ZW10300";"GM0531";"2017JJ00";"    1600";"    3900";"";""
"31169";"ZW10300";"GM0531";"2018JJ00";"    1540";"    3780";"";"       ."
"31170";"ZW10300";"GM0531";"2019JJ00";"    1400";"    3650";"";""
"31171";"ZW10300";"GM0531";"2020JJ00";"    1340";"    3610";"";"       ."
"31172";"ZW10300";"GM0531";"2021JJ00";"    1500";"    3840";"    3290";"       ."
"31173";"ZW10300";"GM0531";"2022JJ00";"    1040";"    3630";"    2730";"       ."
"31174";"ZW10300";"GM0164";"2010JJ00";"    2400";"    3750";"";"       ."
"31175";"ZW10300";"GM0164";"2011JJ00";"    1900";"    3750";"";"       ."
"31176";"ZW10300";"GM0164";"2012JJ00";"    2050";"    3700";"";"       ."
"31177";"ZW10300";"GM0164";"2013JJ00";"    2150";"    3650";"";"       ."
"31178";"ZW10300";"GM0164";"2014JJ00";"    1550";"    3500";"";"       ."
"31179";"ZW10300";"GM0164";"2015JJ00";"    1670";"    3430";"";"       ."
"31180";"ZW10300";"GM0164";"2016JJ00";"    1740";"    3360";"";"       ."
"31181";"ZW10300";"GM0164";"2017JJ00";"    1680";"    3290";"";""
"31182";"ZW10300";"GM0164";"2018JJ00";"    1670";"    3190";"";"       ."
"31183";"ZW10300";"GM0164";"2019JJ00";"    1530";"    3090";"";""
"31184";"ZW10300";"GM0164";"2020JJ00";"    1450";"    3120";"";"       ."
"31185";"ZW10300";"GM0164";"2021JJ00";"    1670";"    3160";"    2810";"       ."
"31186";"ZW10300";"GM0164";"2022JJ00";"    1280";"    2960";"    2460";"       ."
"31187";"ZW10300";"GM0796";"2010JJ00";"    2450";"    4250";"";"       ."
"31188";"ZW10300";"GM0796";"2011JJ00";"    1950";"    4250";"";"       ."
"31189";"ZW10300";"GM0796";"2012JJ00";"    2050";"    4250";"";"       ."
"31190";"ZW10300";"GM0796";"2013JJ00";"    2150";"    4150";"";"       ."
"31191";"ZW10300";"GM0796";"2014JJ00";"    1600";"    4050";"";"       ."
"31192";"ZW10300";"GM0796";"2015JJ00";"    1730";"    3940";"";"       ."
"31193";"ZW10300";"GM0796";"2016JJ00";"    1780";"    3900";"";"       ."
"31194";"ZW10300";"GM0796";"2017JJ00";"    1710";"    3850";"";""
"31195";"ZW10300";"GM0796";"2018JJ00";"    1720";"    3780";"";"       ."
"31196";"ZW10300";"GM0796";"2019JJ00";"    1600";"    3660";"";""
"31197";"ZW10300";"GM0796";"2020JJ00";"    1480";"    3660";"";"       ."
"31198";"ZW10300";"GM0796";"2021JJ00";"    1710";"    3770";"    3120";"       ."
"31199";"ZW10300";"GM0796";"2022JJ00";"    1320";"    3550";"    2660";"       ."
"31200";"ZW10300";"GM0252";"2010JJ00";"    2450";"    4200";"";"       ."
"31201";"ZW10300";"GM0252";"2011JJ00";"    1950";"    4250";"";"       ."
"31202";"ZW10300";"GM0252";"2012JJ00";"    2000";"    4100";"";"       ."
"31203";"ZW10300";"GM0252";"2013JJ00";"    2100";"    4000";"";"       ."
"31204";"ZW10300";"GM0252";"2014JJ00";"    1600";"    3850";"";"       ."
"31205";"ZW10300";"GM0252";"2015JJ00";"    1740";"    3780";"";"       ."
"31206";"ZW10300";"GM0252";"2016JJ00";"    1830";"    3690";"";"       ."
"31207";"ZW10300";"GM0252";"2017JJ00";"    1770";"    3580";"";""
"31208";"ZW10300";"GM0252";"2018JJ00";"    1740";"    3410";"";"       ."
"31209";"ZW10300";"GM0252";"2019JJ00";"    1630";"    3390";"";""
"31210";"ZW10300";"GM0252";"2020JJ00";"    1510";"    3320";"";"       ."
"31211";"ZW10300";"GM0252";"2021JJ00";"    1760";"    3420";"    2570";"       ."
"31212";"ZW10300";"GM0252";"2022JJ00";"    1380";"    3200";"    2160";"       ."
"31213";"ZW10300";"GM0797";"2010JJ00";"    2450";"    4150";"";"       ."
"31214";"ZW10300";"GM0797";"2011JJ00";"    1900";"    4200";"";"       ."
"31215";"ZW10300";"GM0797";"2012JJ00";"    2000";"    4150";"";"       ."
"31216";"ZW10300";"GM0797";"2013JJ00";"    2150";"    4100";"";"       ."
"31217";"ZW10300";"GM0797";"2014JJ00";"    1550";"    3950";"";"       ."
"31218";"ZW10300";"GM0797";"2015JJ00";"    1700";"    3850";"";"       ."
"31219";"ZW10300";"GM0797";"2016JJ00";"    1750";"    3760";"";"       ."
"31220";"ZW10300";"GM0797";"2017JJ00";"    1700";"    3690";"";""
"31221";"ZW10300";"GM0797";"2018JJ00";"    1720";"    3630";"";"       ."
"31222";"ZW10300";"GM0797";"2019JJ00";"    1590";"    3530";"";""
"31223";"ZW10300";"GM0797";"2020JJ00";"    1480";"    3520";"";"       ."
"31224";"ZW10300";"GM0797";"2021JJ00";"    1670";"    3620";"    3100";"       ."
"31225";"ZW10300";"GM0797";"2022JJ00";"    1280";"    3380";"    2660";"       ."
"31226";"ZW10300";"GM0534";"2010JJ00";"    2500";"    4250";"";"       ."
"31227";"ZW10300";"GM0534";"2011JJ00";"    2000";"    4250";"";"       ."
"31228";"ZW10300";"GM0534";"2012JJ00";"    2100";"    4150";"";"       ."
"31229";"ZW10300";"GM0534";"2013JJ00";"    2250";"    4150";"";"       ."
"31230";"ZW10300";"GM0534";"2014JJ00";"    1700";"    4050";"";"       ."
"31231";"ZW10300";"GM0534";"2015JJ00";"    1780";"    3950";"";"       ."
"31232";"ZW10300";"GM0534";"2016JJ00";"    1860";"    3870";"";"       ."
"31233";"ZW10300";"GM0534";"2017JJ00";"    1770";"    3770";"";""
"31234";"ZW10300";"GM0534";"2018JJ00";"    1760";"    3680";"";"       ."
"31235";"ZW10300";"GM0534";"2019JJ00";"    1640";"    3650";"";""
"31236";"ZW10300";"GM0534";"2020JJ00";"    1560";"    3690";"";"       ."
"31237";"ZW10300";"GM0534";"2021JJ00";"    1780";"    3770";"    3200";"       ."
"31238";"ZW10300";"GM0534";"2022JJ00";"    1370";"    3520";"    2790";"       ."
"31239";"ZW10300";"GM0798";"2010JJ00";"    2500";"    4050";"";"       ."
"31240";"ZW10300";"GM0798";"2011JJ00";"    1850";"    4000";"";"       ."
"31241";"ZW10300";"GM0798";"2012JJ00";"    2050";"    3950";"";"       ."
"31242";"ZW10300";"GM0798";"2013JJ00";"    2100";"    3900";"";"       ."
"31243";"ZW10300";"GM0798";"2014JJ00";"    1550";"    3750";"";"       ."
"31244";"ZW10300";"GM0798";"2015JJ00";"    1670";"    3620";"";"       ."
"31245";"ZW10300";"GM0798";"2016JJ00";"    1710";"    3560";"";"       ."
"31246";"ZW10300";"GM0798";"2017JJ00";"    1640";"    3540";"";""
"31247";"ZW10300";"GM0798";"2018JJ00";"    1660";"    3440";"";"       ."
"31248";"ZW10300";"GM0798";"2019JJ00";"    1540";"    3360";"";""
"31249";"ZW10300";"GM0798";"2020JJ00";"    1430";"    3300";"";"       ."
"31250";"ZW10300";"GM0798";"2021JJ00";"    1620";"    3400";"    2890";"       ."
"31251";"ZW10300";"GM0798";"2022JJ00";"    1300";"    3200";"    2520";"       ."
"31252";"ZW10300";"GM0402";"2010JJ00";"    3300";"    4300";"";"       ."
"31253";"ZW10300";"GM0402";"2011JJ00";"    2650";"    4350";"";"       ."
"31254";"ZW10300";"GM0402";"2012JJ00";"    2800";"    4350";"";"       ."
"31255";"ZW10300";"GM0402";"2013JJ00";"    3000";"    4350";"";"       ."
"31256";"ZW10300";"GM0402";"2014JJ00";"    2250";"    4250";"";"       ."
"31257";"ZW10300";"GM0402";"2015JJ00";"    2400";"    4200";"";"       ."
"31258";"ZW10300";"GM0402";"2016JJ00";"    2490";"    4110";"";"       ."
"31259";"ZW10300";"GM0402";"2017JJ00";"    2400";"    4030";"";""
"31260";"ZW10300";"GM0402";"2018JJ00";"    2400";"    3950";"";"       ."
"31261";"ZW10300";"GM0402";"2019JJ00";"    2220";"    3880";"";""
"31262";"ZW10300";"GM0402";"2020JJ00";"    2030";"    3910";"";"       ."
"31263";"ZW10300";"GM0402";"2021JJ00";"    2320";"    4100";"    3890";"       ."
"31264";"ZW10300";"GM0402";"2022JJ00";"    1790";"    3870";"    3540";"       ."
"31265";"ZW10300";"GM1963";"2010JJ00";"";"";"";""
"31266";"ZW10300";"GM1963";"2011JJ00";"";"";"";""
"31267";"ZW10300";"GM1963";"2012JJ00";"";"";"";""
"31268";"ZW10300";"GM1963";"2013JJ00";"";"";"";""
"31269";"ZW10300";"GM1963";"2014JJ00";"";"";"";""
"31270";"ZW10300";"GM1963";"2015JJ00";"";"";"";""
"31271";"ZW10300";"GM1963";"2016JJ00";"";"";"";""
"31272";"ZW10300";"GM1963";"2017JJ00";"";"";"";""
"31273";"ZW10300";"GM1963";"2018JJ00";"";"";"";""
"31274";"ZW10300";"GM1963";"2019JJ00";"    1400";"    3320";"";""
"31275";"ZW10300";"GM1963";"2020JJ00";"    1350";"    3370";"";"       ."
"31276";"ZW10300";"GM1963";"2021JJ00";"    1530";"    3460";"    2930";"       ."
"31277";"ZW10300";"GM1963";"2022JJ00";"    1160";"    3250";"    2460";"       ."
"31278";"ZW10300";"GM1735";"2010JJ00";"    2450";"    4050";"";"       ."
"31279";"ZW10300";"GM1735";"2011JJ00";"    2150";"    4050";"";"       ."
"31280";"ZW10300";"GM1735";"2012JJ00";"    2300";"    4000";"";"       ."
"31281";"ZW10300";"GM1735";"2013JJ00";"    2450";"    3950";"";"       ."
"31282";"ZW10300";"GM1735";"2014JJ00";"    1650";"    3800";"";"       ."
"31283";"ZW10300";"GM1735";"2015JJ00";"    1690";"    3590";"";"       ."
"31284";"ZW10300";"GM1735";"2016JJ00";"    1730";"    3530";"";"       ."
"31285";"ZW10300";"GM1735";"2017JJ00";"    1700";"    3420";"";""
"31286";"ZW10300";"GM1735";"2018JJ00";"    1690";"    3380";"";"       ."
"31287";"ZW10300";"GM1735";"2019JJ00";"    1490";"    3260";"";""
"31288";"ZW10300";"GM1735";"2020JJ00";"    1440";"    3260";"";"       ."
"31289";"ZW10300";"GM1735";"2021JJ00";"    1740";"    3350";"    2830";"       ."
"31290";"ZW10300";"GM1735";"2022JJ00";"    1390";"    3160";"    2420";"       ."
"31291";"ZW10300";"GM1966";"2010JJ00";"";"";"";""
"31292";"ZW10300";"GM1966";"2011JJ00";"";"";"";""
"31293";"ZW10300";"GM1966";"2012JJ00";"";"";"";""
"31294";"ZW10300";"GM1966";"2013JJ00";"";"";"";""
"31295";"ZW10300";"GM1966";"2014JJ00";"";"";"";""
"31296";"ZW10300";"GM1966";"2015JJ00";"";"";"";""
"31297";"ZW10300";"GM1966";"2016JJ00";"";"";"";""
"31298";"ZW10300";"GM1966";"2017JJ00";"";"";"";""
"31299";"ZW10300";"GM1966";"2018JJ00";"";"";"";""
"31300";"ZW10300";"GM1966";"2019JJ00";"    1420";"    2410";"";""
"31301";"ZW10300";"GM1966";"2020JJ00";"    1340";"    2430";"";"       ."
"31302";"ZW10300";"GM1966";"2021JJ00";"    1500";"    2520";"    1980";"       ."
"31303";"ZW10300";"GM1966";"2022JJ00";"    1170";"    2390";"    1710";"       ."
"31304";"ZW10300";"GM1911";"2010JJ00";"";"";"";""
"31305";"ZW10300";"GM1911";"2011JJ00";"";"";"";""
"31306";"ZW10300";"GM1911";"2012JJ00";"    1750";"    3800";"";"       ."
"31307";"ZW10300";"GM1911";"2013JJ00";"    1850";"    3650";"";"       ."
"31308";"ZW10300";"GM1911";"2014JJ00";"    1400";"    3450";"";"       ."
"31309";"ZW10300";"GM1911";"2015JJ00";"    1500";"    3360";"";"       ."
"31310";"ZW10300";"GM1911";"2016JJ00";"    1560";"    3250";"";"       ."
"31311";"ZW10300";"GM1911";"2017JJ00";"    1470";"    3180";"";""
"31312";"ZW10300";"GM1911";"2018JJ00";"    1510";"    3090";"";"       ."
"31313";"ZW10300";"GM1911";"2019JJ00";"    1370";"    3090";"";""
"31314";"ZW10300";"GM1911";"2020JJ00";"    1320";"    3090";"";"       ."
"31315";"ZW10300";"GM1911";"2021JJ00";"    1500";"    3170";"    2590";"       ."
"31316";"ZW10300";"GM1911";"2022JJ00";"    1140";"    3010";"    2260";"       ."
"31317";"ZW10300";"GM0118";"2010JJ00";"    2400";"    3850";"";"       ."
"31318";"ZW10300";"GM0118";"2011JJ00";"    1900";"    3850";"";"       ."
"31319";"ZW10300";"GM0118";"2012JJ00";"    2000";"    3800";"";"       ."
"31320";"ZW10300";"GM0118";"2013JJ00";"    2100";"    3750";"";"       ."
"31321";"ZW10300";"GM0118";"2014JJ00";"    1600";"    3550";"";"       ."
"31322";"ZW10300";"GM0118";"2015JJ00";"    1670";"    3460";"";"       ."
"31323";"ZW10300";"GM0118";"2016JJ00";"    1770";"    3420";"";"       ."
"31324";"ZW10300";"GM0118";"2017JJ00";"    1670";"    3350";"";""
"31325";"ZW10300";"GM0118";"2018JJ00";"    1670";"    3250";"";"       ."
"31326";"ZW10300";"GM0118";"2019JJ00";"    1520";"    3120";"";""
"31327";"ZW10300";"GM0118";"2020JJ00";"    1460";"    3120";"";"       ."
"31328";"ZW10300";"GM0118";"2021JJ00";"    1660";"    3150";"    2530";"       ."
"31329";"ZW10300";"GM0118";"2022JJ00";"    1310";"    3000";"    2230";"       ."
"31330";"ZW10300";"GM0018";"2010JJ00";"    2350";"    3650";"";"       ."
"31331";"ZW10300";"GM0018";"2011JJ00";"    1850";"    3600";"";"       ."
"31332";"ZW10300";"GM0018";"2012JJ00";"    2000";"    3550";"";"       ."
"31333";"ZW10300";"GM0018";"2013JJ00";"    2100";"    3500";"";"       ."
"31334";"ZW10300";"GM0018";"2014JJ00";"    1600";"    3350";"";"       ."
"31335";"ZW10300";"GM0018";"2015JJ00";"    1660";"    3210";"";"       ."
"31336";"ZW10300";"GM0018";"2016JJ00";"    1760";"    3120";"";"       ."
"31337";"ZW10300";"GM0018";"2017JJ00";"    1660";"    3000";"";""
"31338";"ZW10300";"GM0018";"2018JJ00";"";"";"";""
"31339";"ZW10300";"GM0018";"2019JJ00";"";"";"";""
"31340";"ZW10300";"GM0018";"2020JJ00";"";"";"";""
"31341";"ZW10300";"GM0018";"2021JJ00";"";"";"";""
"31342";"ZW10300";"GM0018";"2022JJ00";"";"";"";""
"31343";"ZW10300";"GM0405";"2010JJ00";"    2150";"    4100";"";"       ."
"31344";"ZW10300";"GM0405";"2011JJ00";"    1700";"    4200";"";"       ."
"31345";"ZW10300";"GM0405";"2012JJ00";"    1800";"    4150";"";"       ."
"31346";"ZW10300";"GM0405";"2013JJ00";"    1900";"    3950";"";"       ."
"31347";"ZW10300";"GM0405";"2014JJ00";"    1450";"    3850";"";"       ."
"31348";"ZW10300";"GM0405";"2015JJ00";"    1560";"    3700";"";"       ."
"31349";"ZW10300";"GM0405";"2016JJ00";"    1620";"    3540";"";"       ."
"31350";"ZW10300";"GM0405";"2017JJ00";"    1550";"    3400";"";""
"31351";"ZW10300";"GM0405";"2018JJ00";"    1550";"    3310";"";"       ."
"31352";"ZW10300";"GM0405";"2019JJ00";"    1430";"    3370";"";""
"31353";"ZW10300";"GM0405";"2020JJ00";"    1360";"    3420";"";"       ."
"31354";"ZW10300";"GM0405";"2021JJ00";"    1560";"    3560";"    2960";"       ."
"31355";"ZW10300";"GM0405";"2022JJ00";"    1180";"    3390";"    2570";"       ."
"31356";"ZW10300";"GM1507";"2010JJ00";"    2350";"    4200";"";"       ."
"31357";"ZW10300";"GM1507";"2011JJ00";"    1800";"    4050";"";"       ."
"31358";"ZW10300";"GM1507";"2012JJ00";"    1900";"    4050";"";"       ."
"31359";"ZW10300";"GM1507";"2013JJ00";"    2050";"    3950";"";"       ."
"31360";"ZW10300";"GM1507";"2014JJ00";"    1500";"    3750";"";"       ."
"31361";"ZW10300";"GM1507";"2015JJ00";"    1610";"    3660";"";"       ."
"31362";"ZW10300";"GM1507";"2016JJ00";"    1680";"    3580";"";"       ."
"31363";"ZW10300";"GM1507";"2017JJ00";"    1620";"    3510";"";""
"31364";"ZW10300";"GM1507";"2018JJ00";"    1620";"    3450";"";"       ."
"31365";"ZW10300";"GM1507";"2019JJ00";"    1510";"    3350";"";""
"31366";"ZW10300";"GM1507";"2020JJ00";"    1410";"    3260";"";"       ."
"31367";"ZW10300";"GM1507";"2021JJ00";"    1600";"    3310";"    2560";"       ."
